item,country,year_month,price_cny,price_usd,source
pig,VN,2025-08,,2.32,user_corrected_vn_pig
pig,VN,2025-09,,2.23,user_corrected_vn_pig
pig,VN,2025-10,,2.04,user_corrected_vn_pig
pig,VN,2025-11,,1.99,user_corrected_vn_pig
pig,VN,2025-12,,2.60,user_corrected_vn_pig
pig,VN,2026-01,,2.86,user_corrected_vn_pig
pig,VN,2026-02,,2.70,user_corrected_vn_pig
pig,VN,2026-03,,2.53,user_corrected_vn_pig
pig,VN,2026-04,,2.40,user_corrected_vn_pig
pig,VN,2026-05,,2.32,user_corrected_vn_pig
pig,VN,2026-06,,2.45,user_corrected_vn_pig
pig,VN,2026-07,,2.43,user_corrected_vn_pig
pig,VN,2026-08,,2.24,user_corrected_vn_pig
pig,ID,2021-01,,2.2378,user_historical_id
chicken,ID,2021-01,,1.1888,user_historical_id
egg,ID,2021-01,,1.5385,user_historical_id
pig,ID,2021-02,,2.2548,user_historical_id
chicken,ID,2021-02,,1.2007,user_historical_id
egg,ID,2021-02,,1.5567,user_historical_id
pig,ID,2021-03,,2.2718,user_historical_id
chicken,ID,2021-03,,1.2125,user_historical_id
egg,ID,2021-03,,1.5749,user_historical_id
pig,ID,2021-04,,2.2887,user_historical_id
chicken,ID,2021-04,,1.2243,user_historical_id
egg,ID,2021-04,,1.5930,user_historical_id
pig,ID,2021-05,,2.3056,user_historical_id
chicken,ID,2021-05,,1.2361,user_historical_id
egg,ID,2021-05,,1.6111,user_historical_id
pig,ID,2021-06,,2.3224,user_historical_id
chicken,ID,2021-06,,1.2478,user_historical_id
egg,ID,2021-06,,1.6291,user_historical_id
pig,ID,2021-07,,2.3391,user_historical_id
chicken,ID,2021-07,,1.2595,user_historical_id
egg,ID,2021-07,,1.6471,user_historical_id
pig,ID,2021-08,,2.3558,user_historical_id
chicken,ID,2021-08,,1.2712,user_historical_id
egg,ID,2021-08,,1.6649,user_historical_id
pig,ID,2021-09,,2.3724,user_historical_id
chicken,ID,2021-09,,1.2828,user_historical_id
egg,ID,2021-09,,1.6828,user_historical_id
pig,ID,2021-10,,2.3890,user_historical_id
chicken,ID,2021-10,,1.2943,user_historical_id
egg,ID,2021-10,,1.7005,user_historical_id
pig,ID,2021-11,,2.4055,user_historical_id
chicken,ID,2021-11,,1.3058,user_historical_id
egg,ID,2021-11,,1.7182,user_historical_id
pig,ID,2021-12,,2.4220,user_historical_id
chicken,ID,2021-12,,1.3173,user_historical_id
egg,ID,2021-12,,1.7358,user_historical_id
pig,ID,2022-01,,2.4138,user_historical_id
chicken,ID,2022-01,,1.2759,user_historical_id
egg,ID,2022-01,,1.6552,user_historical_id
pig,ID,2022-02,,2.4338,user_historical_id
chicken,ID,2022-02,,1.2788,user_historical_id
egg,ID,2022-02,,1.6604,user_historical_id
pig,ID,2022-03,,2.4537,user_historical_id
chicken,ID,2022-03,,1.2817,user_historical_id
egg,ID,2022-03,,1.6655,user_historical_id
pig,ID,2022-04,,2.4735,user_historical_id
chicken,ID,2022-04,,1.2846,user_historical_id
egg,ID,2022-04,,1.6707,user_historical_id
pig,ID,2022-05,,2.4932,user_historical_id
chicken,ID,2022-05,,1.2875,user_historical_id
egg,ID,2022-05,,1.6757,user_historical_id
pig,ID,2022-06,,2.5127,user_historical_id
chicken,ID,2022-06,,1.2903,user_historical_id
egg,ID,2022-06,,1.6808,user_historical_id
pig,ID,2022-07,,2.5322,user_historical_id
chicken,ID,2022-07,,1.2932,user_historical_id
egg,ID,2022-07,,1.6858,user_historical_id
pig,ID,2022-08,,2.5515,user_historical_id
chicken,ID,2022-08,,1.2960,user_historical_id
egg,ID,2022-08,,1.6909,user_historical_id
pig,ID,2022-09,,2.5707,user_historical_id
chicken,ID,2022-09,,1.2988,user_historical_id
egg,ID,2022-09,,1.6958,user_historical_id
pig,ID,2022-10,,2.5897,user_historical_id
chicken,ID,2022-10,,1.3016,user_historical_id
egg,ID,2022-10,,1.7008,user_historical_id
pig,ID,2022-11,,2.6087,user_historical_id
chicken,ID,2022-11,,1.3043,user_historical_id
egg,ID,2022-11,,1.7057,user_historical_id
pig,ID,2022-12,,2.6275,user_historical_id
chicken,ID,2022-12,,1.3071,user_historical_id
egg,ID,2022-12,,1.7106,user_historical_id
pig,ID,2023-01,,2.4837,user_historical_id
chicken,ID,2023-01,,1.1111,user_historical_id
egg,ID,2023-01,,1.6340,user_historical_id
pig,ID,2023-02,,2.4813,user_historical_id
chicken,ID,2023-02,,1.1332,user_historical_id
egg,ID,2023-02,,1.6412,user_historical_id
pig,ID,2023-03,,2.4789,user_historical_id
chicken,ID,2023-03,,1.1551,user_historical_id
egg,ID,2023-03,,1.6483,user_historical_id
pig,ID,2023-04,,2.4766,user_historical_id
chicken,ID,2023-04,,1.1769,user_historical_id
egg,ID,2023-04,,1.6554,user_historical_id
pig,ID,2023-05,,2.4742,user_historical_id
chicken,ID,2023-05,,1.1985,user_historical_id
egg,ID,2023-05,,1.6624,user_historical_id
pig,ID,2023-06,,2.4719,user_historical_id
chicken,ID,2023-06,,1.2199,user_historical_id
egg,ID,2023-06,,1.6693,user_historical_id
pig,ID,2023-07,,2.4696,user_historical_id
chicken,ID,2023-07,,1.2412,user_historical_id
egg,ID,2023-07,,1.6763,user_historical_id
pig,ID,2023-08,,2.4673,user_historical_id
chicken,ID,2023-08,,1.2624,user_historical_id
egg,ID,2023-08,,1.6831,user_historical_id
pig,ID,2023-09,,2.4651,user_historical_id
chicken,ID,2023-09,,1.2834,user_historical_id
egg,ID,2023-09,,1.6900,user_historical_id
pig,ID,2023-10,,2.4628,user_historical_id
chicken,ID,2023-10,,1.3042,user_historical_id
egg,ID,2023-10,,1.6967,user_historical_id
pig,ID,2023-11,,2.4606,user_historical_id
chicken,ID,2023-11,,1.3249,user_historical_id
egg,ID,2023-11,,1.7035,user_historical_id
pig,ID,2023-12,,2.4583,user_historical_id
chicken,ID,2023-12,,1.3455,user_historical_id
egg,ID,2023-12,,1.7102,user_historical_id
pig,ID,2024-01,,2.4684,user_historical_id
chicken,ID,2024-01,,1.1709,user_historical_id
egg,ID,2024-01,,1.5696,user_historical_id
pig,ID,2024-02,,2.4803,user_historical_id
chicken,ID,2024-02,,1.1770,user_historical_id
egg,ID,2024-02,,1.5715,user_historical_id
pig,ID,2024-03,,2.4921,user_historical_id
chicken,ID,2024-03,,1.1831,user_historical_id
egg,ID,2024-03,,1.5733,user_historical_id
pig,ID,2024-04,,2.5039,user_historical_id
chicken,ID,2024-04,,1.1892,user_historical_id
egg,ID,2024-04,,1.5751,user_historical_id
pig,ID,2024-05,,2.5156,user_historical_id
chicken,ID,2024-05,,1.1952,user_historical_id
egg,ID,2024-05,,1.5770,user_historical_id
pig,ID,2024-06,,4.3682,user_historical_id
chicken,ID,2024-06,,1.2012,user_historical_id
egg,ID,2024-06,,1.5788,user_historical_id
pig,ID,2024-07,,3.6403,user_historical_id
chicken,ID,2024-07,,1.2072,user_historical_id
egg,ID,2024-07,,1.5806,user_historical_id
pig,ID,2024-08,,3.4130,user_historical_id
chicken,ID,2024-08,,1.2132,user_historical_id
egg,ID,2024-08,,1.5824,user_historical_id
pig,ID,2024-09,,3.1869,user_historical_id
chicken,ID,2024-09,,1.2191,user_historical_id
egg,ID,2024-09,,1.5842,user_historical_id
pig,ID,2024-10,,2.9620,user_historical_id
chicken,ID,2024-10,,1.2249,user_historical_id
egg,ID,2024-10,,1.5859,user_historical_id
pig,ID,2024-11,,2.7385,user_historical_id
chicken,ID,2024-11,,1.2308,user_historical_id
egg,ID,2024-11,,1.5877,user_historical_id
pig,ID,2024-12,,2.5161,user_historical_id
chicken,ID,2024-12,,1.2366,user_historical_id
egg,ID,2024-12,,1.5894,user_historical_id
pig,ID,2025-01,,2.4691,user_historical_id
chicken,ID,2025-01,,1.2037,user_historical_id
egg,ID,2025-01,,1.5278,user_historical_id
pig,ID,2025-02,,2.4800,user_historical_id
chicken,ID,2025-02,,1.2015,user_historical_id
egg,ID,2025-02,,1.5250,user_historical_id
pig,ID,2025-03,,2.4908,user_historical_id
chicken,ID,2025-03,,1.1993,user_historical_id
egg,ID,2025-03,,1.5221,user_historical_id
pig,ID,2025-04,,2.5015,user_historical_id
chicken,ID,2025-04,,1.1971,user_historical_id
egg,ID,2025-04,,1.4426,user_historical_id
pig,ID,2025-05,,2.5123,user_historical_id
chicken,ID,2025-05,,1.1949,user_historical_id
egg,ID,2025-05,,1.4093,user_historical_id
pig,ID,2025-06,,2.5229,user_historical_id
chicken,ID,2025-06,,1.1927,user_historical_id
egg,ID,2025-06,,1.3761,user_historical_id
pig,ID,2025-07,,2.5336,user_historical_id
chicken,ID,2025-07,,1.2393,user_historical_id
egg,ID,2025-07,,1.3431,user_historical_id
pig,ID,2025-08,,2.5442,user_historical_id
chicken,ID,2025-08,,1.2553,user_historical_id
egg,ID,2025-08,,1.3102,user_historical_id
pig,ID,2025-09,,2.5547,user_historical_id
chicken,ID,2025-09,,1.2713,user_historical_id
egg,ID,2025-09,,1.2774,user_historical_id
pig,ID,2025-10,,2.5653,user_historical_id
chicken,ID,2025-10,,1.2872,user_historical_id
egg,ID,2025-10,,1.2447,user_historical_id
pig,ID,2025-11,,2.5758,user_historical_id
chicken,ID,2025-11,,1.3030,user_historical_id
egg,ID,2025-11,,1.2121,user_historical_id
pig,ID,2025-12,,2.5862,user_historical_id
chicken,ID,2025-12,,1.3188,user_historical_id
egg,ID,2025-12,,1.1797,user_historical_id
pig,ID,2026-01,,2.3902,user_historical_id
chicken,ID,2026-01,,1.2805,user_historical_id
egg,ID,2026-01,,1.2805,user_historical_id
pig,ID,2026-02,,2.3698,user_historical_id
chicken,ID,2026-02,,1.2549,user_historical_id
egg,ID,2026-02,,1.2549,user_historical_id
pig,ID,2026-03,,2.3494,user_historical_id
chicken,ID,2026-03,,1.2295,user_historical_id
egg,ID,2026-03,,1.2295,user_historical_id
pig,ID,2026-04,,2.2803,user_historical_id
chicken,ID,2026-04,,1.2040,user_historical_id
egg,ID,2026-04,,1.2466,user_historical_id
pig,ID,2026-05,,2.3208,user_historical_id
chicken,ID,2026-05,,1.0328,user_historical_id
egg,ID,2026-05,,1.2151,user_historical_id
pig,ID,2026-06,,2.3308,user_historical_id
chicken,ID,2026-06,,0.8498,user_historical_id
egg,ID,2026-06,,1.2443,user_historical_id
pig,ID,2026-07,,2.3408,user_historical_id
chicken,ID,2026-07,,0.9703,user_historical_id
egg,ID,2026-07,,1.1219,user_historical_id
pig,ID,2026-08,,2.3508,user_historical_id
chicken,ID,2026-08,,1.0603,user_historical_id
egg,ID,2026-08,,1.2118,user_historical_id
egg,MY,2021-01,,1.2107,user_historical_my
egg,MY,2021-02,,1.2107,user_historical_my
egg,MY,2021-03,,1.251,user_historical_my
egg,MY,2021-04,,1.251,user_historical_my
egg,MY,2021-05,,1.2914,user_historical_my
egg,MY,2021-06,,1.2914,user_historical_my
egg,MY,2021-07,,1.3317,user_historical_my
egg,MY,2021-08,,1.3317,user_historical_my
egg,MY,2021-09,,1.3317,user_historical_my
egg,MY,2021-10,,1.3317,user_historical_my
egg,MY,2021-11,,1.3317,user_historical_my
egg,MY,2021-12,,1.3317,user_historical_my
egg,MY,2022-01,,1.2879,user_historical_my
egg,MY,2022-02,,1.4773,user_historical_my
egg,MY,2022-03,,1.4773,user_historical_my
egg,MY,2022-04,,1.4773,user_historical_my
egg,MY,2022-05,,1.4773,user_historical_my
egg,MY,2022-06,,1.4773,user_historical_my
egg,MY,2022-07,,1.4773,user_historical_my
egg,MY,2022-08,,1.4773,user_historical_my
egg,MY,2022-09,,1.4773,user_historical_my
egg,MY,2022-10,,1.4773,user_historical_my
egg,MY,2022-11,,1.4773,user_historical_my
egg,MY,2022-12,,1.4773,user_historical_my
egg,MY,2023-01,,1.4255,user_historical_my
egg,MY,2023-02,,1.4255,user_historical_my
egg,MY,2023-03,,1.4255,user_historical_my
egg,MY,2023-04,,1.4437,user_historical_my
egg,MY,2023-05,,1.462,user_historical_my
egg,MY,2023-06,,1.462,user_historical_my
egg,MY,2023-07,,1.462,user_historical_my
egg,MY,2023-08,,1.462,user_historical_my
egg,MY,2023-09,,1.462,user_historical_my
egg,MY,2023-10,,1.462,user_historical_my
egg,MY,2023-11,,1.4803,user_historical_my
egg,MY,2023-12,,1.4986,user_historical_my
egg,MY,2024-01,,1.4915,user_historical_my
egg,MY,2024-02,,1.4728,user_historical_my
egg,MY,2024-03,,1.4542,user_historical_my
egg,MY,2024-04,,1.4355,user_historical_my
egg,MY,2024-05,,1.4169,user_historical_my
egg,MY,2024-06,,1.4169,user_historical_my
egg,MY,2024-07,,1.4169,user_historical_my
egg,MY,2024-08,,1.4169,user_historical_my
egg,MY,2024-09,,1.4169,user_historical_my
egg,MY,2024-10,,1.4169,user_historical_my
egg,MY,2024-11,,1.3982,user_historical_my
egg,MY,2024-12,,1.3796,user_historical_my
egg,MY,2025-01,,1.3763,user_historical_my
egg,MY,2025-02,,1.3575,user_historical_my
egg,MY,2025-03,,1.3575,user_historical_my
egg,MY,2025-04,,1.3575,user_historical_my
egg,MY,2025-05,,1.3575,user_historical_my
egg,MY,2025-06,,1.3575,user_historical_my
egg,MY,2025-07,,1.3575,user_historical_my
egg,MY,2025-08,,1.3575,user_historical_my
egg,MY,2025-09,,1.365,user_historical_my
egg,MY,2025-10,,1.3726,user_historical_my
egg,MY,2025-11,,1.3801,user_historical_my
egg,MY,2025-12,,1.3801,user_historical_my
egg,MY,2026-01,,1.4186,user_historical_my
egg,MY,2026-02,,1.4186,user_historical_my
egg,MY,2026-03,,1.4186,user_historical_my
egg,MY,2026-04,,1.4186,user_historical_my
egg,MY,2026-05,,1.4341,user_historical_my
egg,MY,2026-06,,1.4341,user_historical_my
egg,MY,2026-07,,1.4341,user_historical_my
egg,MY,2026-08,,1.4341,user_historical_my
chicken,MY,2021-01,,1.816,user_historical_my
chicken,MY,2021-02,,1.816,user_historical_my
chicken,MY,2021-03,,1.8402,user_historical_my
chicken,MY,2021-04,,1.8644,user_historical_my
chicken,MY,2021-05,,1.8886,user_historical_my
chicken,MY,2021-06,,1.9128,user_historical_my
chicken,MY,2021-07,,1.9128,user_historical_my
chicken,MY,2021-08,,1.8886,user_historical_my
chicken,MY,2021-09,,1.8886,user_historical_my
chicken,MY,2021-10,,1.8644,user_historical_my
chicken,MY,2021-11,,1.8644,user_historical_my
chicken,MY,2021-12,,1.8886,user_historical_my
chicken,MY,2022-01,,1.3864,user_historical_my
chicken,MY,2022-02,,1.4773,user_historical_my
chicken,MY,2022-03,,1.5909,user_historical_my
chicken,MY,2022-04,,1.7045,user_historical_my
chicken,MY,2022-05,,1.7727,user_historical_my
chicken,MY,2022-06,,1.8636,user_historical_my
chicken,MY,2022-07,,1.8864,user_historical_my
chicken,MY,2022-08,,1.8636,user_historical_my
